Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Inward issue link (Work item split),Outward issue link (Work item split),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Activation Date),Custom field (Actual results),Custom field (Affected services),Custom field (Approvals),Custom field (Bug Template),Custom field (Category),Custom field (Content type),Custom field (Development),Custom field (Due date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected results),Custom field (Focus Areas),Custom field (Goals),Custom field (Handover Points),Custom field (Issue color),Custom field (Location),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Publication date),Custom field (Quality Level),Custom field (Rank),Custom field (Release End Date),Custom field (Release Risk),Custom field (Release Start Date),Custom field (Release State),Custom field (Release Status),Custom field (Release notes),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (SURE Jira link),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Custom field (StackState Team),Custom field (Start date),Custom field (Steps to reproduce),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target Fix Date),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Template),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (uuid),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
[Dashboards] Sharing dashboards via only public/private is too limited,STAC-23936,49463,User Story,Closed,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,Duplicate,,,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,25/Nov/25 2:10 PM,27/Nov/25 2:45 PM,,27/Nov/25 2:45 PM,,,,0,,,"Just look at [nightly champagne|https://nightly-champagne.preprod.stackstate.io/#/dashboards/84255217340024]: the whole dashboard list is filled with test dashboards that have been made public. I have no way of cleaning that up myself, so I just need to find my own dashboards in that mess.

Possible fixes:

* Dashboards list UI needs to have quick selections: {{Starred}} |{{My dashboard  | Shared with me | All}} (public or shared with me is up for debate), defaulting to {{Mine}} (or a combination, or simply the last I selected)
* -Give a user control over public/shared dashboards. This is the most frustrating thing. I cannot hide the dashboards that are public, they are simply there, obfuscating the list of the dashboards that I find important.-
* -Implement proper sharing, i.e. sharing with someone else specifically instead of with everyone (though this mostly serves another problem: sharing a dashboard too broadly)-",,Remco Beckers,,,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5549c6d9,,,,{},,,,,,,,,,,,,,,,A,1|i02v67:,,,,,,,,,,,,,,Team Borg - To refine,,,,Borg,,,,,,,,,,,,,,10107_*:*_1_*:*_174870921_*|*_6_*:*_1_*:*_0,,27/Nov/25 2:45 PM;557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa;stac-24001,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,27/Nov/25 2:45 PM
Knowledge share with support and sales engineers?,STAC-23929,49421,User Story,To Bulk,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,,,,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,24/Nov/25 1:45 PM,24/Nov/25 1:46 PM,,,,,,0,,,,,Remco Beckers,,,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@586e0495,,,,{},,,,,,,,,,,,,,,,A,1|i02v4v:,,,,,,,,,,,,,,,,,,Borg,,,,,,,,,,"*User Story*
{panel}
As a ... 
I want to ...
such that I can ...
{panel}

*Acceptance Criteria*

* Authorization Requirements *

*Failure Modes*

*Documentation Impact*

*INVEST Check*

A good user story should be:

""I"" ndependent (of all others)
""N"" egotiable (not a specific contract for features)
""V"" aluable (or vertical)
""E"" stimable (to a good approximation)
""S"" mall (so as to fit within an iteration)
""T"" estable (in principle, even if there isn't a test for it yet)

*Refinement Notes*

*Notes*
",,,,,,,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,To Do,24/Nov/25 1:45 PM
[Dashboards] Save as.. for dashboards ignores the `public` setting the user provided,STAC-23905,49342,Bug,To Bulk,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,High,,,,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,20/Nov/25 3:13 PM,08/Dec/25 9:42 AM,,,,,,0,backend,frontend,"_Actual behavior_:

No matter what the {{public}} flag is on the Dashboard properties drawer (after clicking save as on a dashboard), it is ignored. Saving a public dashboard as a new dashboard makes the new dashboard always public and vice-versa.

There is an easy work-around, but the big problem is that cloning a public dashboard makes a new public dashboard by default now. This will quickly pollute the system with lots of public dashboards. So therefore a high priority.

_Expected behavior_:

The setting that is done in the Dashboard properties drawer while saving as… is persisted. It should default to {{not public}} even when the original dashboard is public. 

_Steps to reproduce_:



_Technical note_:

The request also adds both {{dashboard}} and {{spec}} fields, but {{spec}} is our internal thing. So we should make sure we omit it from all create/clone/update calls.

*Acceptance criteria*

* In the frontend we should include the public/private flag  when cloning
* In the backend the default seting for {{public}} should be {{false}} when cloning",,Remco Beckers,,,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@9d7f2a4,,,,{},,,,,,,,,,,,,,,,A,1|i02vcz:i,,,,,,,,,,,,,,Dashboards release?,,,,Borg,,,2.0,,,,,,,,,,,,,,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,To Do,20/Nov/25 3:13 PM
"[Dasbhoards] Without any dashboards, the ""add to dashboard"" drawer fails to initialize",STAC-23879,49302,Bug,Closed,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,Done,,,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,19/Nov/25 5:35 PM,27/Nov/25 9:26 AM,,27/Nov/25 9:26 AM,,,,0,frontend,,"_Actual behavior_:

On a new branch deploy without any dashboards I tried to add a metric to a dashboard, but the drawer to select or create a dashboard would never initialize (it is stuck at the rendered placeholders). The backend api does return a proper (empty) list of dashboards

After creating just 1 dashboard it all works as expected

_Expected behavior_:

The drawer initializes and provides the option to create a new dashboard, maybe also shows a message that there are no existing dashboards

_Steps to reproduce_:

See actual behavior

_Technical note_:",,Remco Beckers,,,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@380c4449,,,,{},,,,,,,,,,,,,,,,A,1|i02nkf:o8,,,,,,,,,,,,,,Team Borg - To refine,,,,Borg,,,,,,,,,,,,,,10107_*:*_1_*:*_661835916_*|*_6_*:*_1_*:*_0,,,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,27/Nov/25 9:26 AM
[Dashboards] TimeSeries/Bar Chart / Increasing YAxis Decimals to > 100 throws an error,STAC-23824,49097,Bug,To Bulk,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,High,,,,Samuel Jones,712020:a950806e-86c0-42f7-b531-66e40f57b9ee,Samuel Jones,712020:a950806e-86c0-42f7-b531-66e40f57b9ee,13/Nov/25 5:48 PM,09/Dec/25 9:49 AM,,,,,,0,,,"While limit testing the fix for Bar Chart rendering, I noticed that increasing the decimals field (inside YAxis section) for either Bar Chart or Time Series Chart to above 100 throws an error and crashes the application. 

This can also be changed via the “Edit yaml”. 

*Acceptance criteria*

* We limit the number of decimals to 10


{noformat}Uncaught RangeError: precision 101 out of range
    toFixed _value-formats.ts:24
    scaledUnits2 _symbol-formatters.ts:25
    formatUnits _formatter-unit.ts:28
    formatValue useTimeSeriesChartState.ts:62
    getTicksEnd getTicks.js:135
    getTicks getTicks.js:297
    renderTicks CartesianAxis.js:406
_value-formats.ts:24:18
    toFixed _value-formats.ts:24
    scaledUnits2 _symbol-formatters.ts:25
    formatUnits _formatter-unit.ts:28
    formatValue useTimeSeriesChartState.ts:62
    getTicksEnd getTicks.js:135
    getTicks getTicks.js:297
    renderTicks CartesianAxis.js:406
    render CartesianAxis.js:472
    React 21
    forEach self-hosted:4190
    React 13
    onClick2 Dropdown.js:53
    handleItemClick CtxMenu.tsx:25
    onInternalClick Menu.js:256
    callback useMemoCallback.js:15
    onInternalClick2 MenuItem.js:120
    React 19
    forEach self-hosted:4190
    React 2
{noformat}


Additionally, see the attached video for some weirdness (see one of the decimals in the top Y axis tick label switch from 6 to 0 and back again when changing the decimal places) – this could just be a JS quirk, but worth a quick check



[^Screencast From 2025-11-18 14-25-10.webm]",,Samuel Jones,,,712020:a950806e-86c0-42f7-b531-66e40f57b9ee,,,,,,,,,,,,,,,,,,,,,,,,18/Nov/25 3:27 PM;2c7f65e7-1aed-45a4-98cc-76247f1519da;Screencast From 2025-11-18 14-25-10.webm;https://stackstate.atlassian.net/rest/api/3/attachment/content/26225,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@34eb4d8a,"*Actual behavior*:


*Expected behavior*:


*Steps to reproduce*:


*Technical note*:

",,,{},,,,,,,,,,,,,,,,A,1|i02u22:zzzzi,,,,,,,,,,,,,,Prepare dashboards release,Dashboards release?,,,Borg,,,1.0,,,,,,,,,,,,,,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,To Do,13/Nov/25 5:48 PM
[Dashboard] Use consistent case for text copies,STAC-23812,48928,User Story,To Bulk,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,,,,Anton Ovechkin,61d2f4ebce3652006aaa23ca,Anton Ovechkin,61d2f4ebce3652006aaa23ca,11/Nov/25 2:20 PM,08/Dec/25 9:42 AM,,,,,,0,frontend,,"Text copies in the header/titles/labels should follow {{Capital Letters Notation}}.

Text copies in values should follow {{Regular notation}}",,Anton Ovechkin,,,61d2f4ebce3652006aaa23ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6f33056e,,,,{},,,,,,,,,,,,,,,,A,1|i02vd0:,,,,,,,,,,,,,,Dashboards release?,,,,Borg,,,2.0,,,,,,,,,,,,,,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,To Do,11/Nov/25 2:20 PM
[Dashboards] List Variable types should have more clear name,STAC-23800,48896,Bug,Resolved,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,Done,Anton Ovechkin,61d2f4ebce3652006aaa23ca,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,10/Nov/25 12:59 PM,13/Nov/25 9:25 AM,12/Nov/25 1:12 PM,13/Nov/25 9:25 AM,,,,0,frontend,,"List variable types are now called:

{{Metrics Names Variable}} and {{Metrics Values Variable}}, but that’s not what is selected. What is selected is {{Metric label names}} and {{Metric label values}}. Having the text {{Variable}} at the end also seems rather redundant.

So the names should be:

* Metric label names
* Metric label values
* Metric PromQL
* Static list",,Remco Beckers,,,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6e56308,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-11T14:07:42.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitLab"":{""count"":1,""name"":""GitLab""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,A,1|i02nkf:ofxwzo,,,,,,,,,,,,,,Dashboarding 16 & OTel mapping,,,,Borg,,,,,,,,,,,,,,10107_*:*_1_*:*_90308542_*|*_3_*:*_1_*:*_801429_*|*_10400_*:*_1_*:*_21645295_*|*_10401_*:*_1_*:*_0,,,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,13/Nov/25 9:25 AM
[Dashboards] Permissions are not handled in the UI,STAC-23762,48803,Bug,Resolved,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,Done,Samuel Jones,712020:a950806e-86c0-42f7-b531-66e40f57b9ee,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,06/Nov/25 2:25 PM,21/Nov/25 2:16 PM,,21/Nov/25 2:16 PM,,,,0,frontend,,"_Actual behavior_:

Playground users don’t have permission to create/update/delete a dashboard, but it is possible in the UI now. It only fails after hitting save.

_Expected behavior_:

When a user has no create/update/delete dashboard permission we should not allow the user to create a new dashboard, save an existing dashboard or delete a dashboard. 

The user can however still play around and change any dashboard as much as they like, but they won’t be able to save the changes.

_Steps to reproduce_:

Try to use dashboards on {{play.stackstate.com}}

*_Acceptance criteria_*

* When no permission to create a dashboard:
** Hide the “Add New Dashboard” button
** Hide the “Save as” button
** Not show “Save as” in notifications
** In the “Add to dashboard…” drawer show a message that you cannot create new dashboards
* When no permission to update a dashboard:
** Hide the save dashboard button 
** Not show the save option in the related notifications
* When no delete permission for dashboards:
** Hide the delete option
* Also make sure keyboard shortcuts don’t work",,Release StackState,Remco Beckers,,5f0c19c95ee2c3002363e486,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@68dd165b,,,,"{repository={count=27, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":27,""lastUpdated"":""2025-11-21T14:16:23.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitLab"":{""count"":27,""name"":""GitLab""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,A,1|i02u22:zzz,,,,,,,,,,,,,,Prepare dashboards release,,,,Borg,,,5.0,,,,,,,,,,2025-11-20 07:37:43.347,10107_*:*_1_*:*_949570945_*|*_3_*:*_1_*:*_268522452_*|*_10400_*:*_1_*:*_59981266_*|*_10401_*:*_1_*:*_0,,"20/Nov/25 8:37 AM;5f0c19c95ee2c3002363e486;[Sam Jones|https://gitlab.com/sdjnes] mentioned this issue in [a merge request|https://gitlab.com/stackvista/stackstate/-/merge_requests/9355] of [StackVista / stackstate|https://gitlab.com/stackvista/stackstate] on branch [STAC-23762-dashboard-permissions|https://gitlab.com/stackvista/stackstate/-/tree/STAC-23762-dashboard-permissions]:{quote}Draft: Resolve STAC-23762 ""Dashboard permissions""{quote}",,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,21/Nov/25 2:16 PM
Metric Variable Names Data Mismatch in Dashboard variable section vs. Edit variables Preview with series selectors,STAC-23755,48791,Bug,Resolved,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,High,Done,Samuel Jones,712020:a950806e-86c0-42f7-b531-66e40f57b9ee,rajukumar.macha,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,rajukumar.macha,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,06/Nov/25 9:01 AM,26/Nov/25 11:25 AM,,26/Nov/25 11:25 AM,,,,0,frontend,,"Metric Variable Data Mismatch in Dashboard variable section vs. Edit variables Preview. Please refer attached screen capture.

!image-20251106-080010.png|width=671,alt=""image-20251106-080010.png""!

_Actual behavior_:
Metric Variable Data Mismatch in Dashboard variable section vs. Edit variables Preview

_Expected behavior_:

Metric Variable Data should be same in Dashboard variable section vs. Edit variables Preview
_Steps to reproduce_:

_Technical note_:

(Remco) It looks like the series selector is not applied in the dashboard dropdown.

Make sure to double check the other list variables as well for correct behavior.",,rajukumar.macha,Release StackState,,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,5f0c19c95ee2c3002363e486,,,,,,,,,,,,,,,,,,,,,,,06/Nov/25 9:01 AM;15b410eb-b968-438b-a045-b0a2ad79c02e;image-20251106-080010.png;https://stackstate.atlassian.net/rest/api/3/attachment/content/26003,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@35d95078,,,,"{repository={count=5, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":5,""lastUpdated"":""2025-11-26T11:24:57.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitLab"":{""count"":5,""name"":""GitLab""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,A,1|i02u22:zzzy,,,,,,,,,,,,,,Prepare dashboards release,,,,Borg,,,2.0,,,,,,,,,,2025-11-25 13:02:08.917,10107_*:*_1_*:*_1655916653_*|*_3_*:*_1_*:*_3721207_*|*_10400_*:*_1_*:*_76976874_*|*_10401_*:*_1_*:*_0,,25/Nov/25 2:02 PM;5f0c19c95ee2c3002363e486;[Sam Jones|https://gitlab.com/sdjnes] mentioned this issue in [a merge request|https://gitlab.com/stackvista/stackstate/-/merge_requests/9360] of [StackVista / stackstate|https://gitlab.com/stackvista/stackstate] on branch [STAC-23755-metric-names-variable-mismatch|https://gitlab.com/stackvista/stackstate/-/tree/STAC-23755-metric-names-variable-mismatch]:{quote}STAC-23755 Fix metric names variables not showing the correct possible options{quote},,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,26/Nov/25 11:25 AM
widget title not showing on dashboard,STAC-23734,48660,Bug,Resolved,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,Done,Anton Ovechkin,61d2f4ebce3652006aaa23ca,rajukumar.macha,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,rajukumar.macha,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,04/Nov/25 9:43 AM,06/Nov/25 9:38 AM,,06/Nov/25 9:38 AM,,,,0,,,"widget name not showing on dashboard. Please refer attached screen capture. widget name provided on edit widget

!image-20251104-084205.png|width=671,alt=""image-20251104-084205.png""!

widget name on dashboard

!image-20251104-084256.png|width=409,alt=""image-20251104-084256.png""!",,rajukumar.macha,Release StackState,,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,5f0c19c95ee2c3002363e486,,,,,,,,,,,,,,,,,,,,,,,04/Nov/25 9:43 AM;15b410eb-b968-438b-a045-b0a2ad79c02e;image-20251104-084205.png;https://stackstate.atlassian.net/rest/api/3/attachment/content/25937,04/Nov/25 9:43 AM;15b410eb-b968-438b-a045-b0a2ad79c02e;image-20251104-084256.png;https://stackstate.atlassian.net/rest/api/3/attachment/content/25938,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@cdbc1c4,"*Actual behavior*:
widget name not showing on dashboard

*Expected behavior*:
widget name should be shown on dashboard

*Steps to reproduce*:
Add widget to dashboard from dashboard page
widget added into dashboard
widget name should be shown on dashboard

*Technical note*:

",,,"{repository={count=4, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":4,""lastUpdated"":""2025-11-11T14:02:36.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitLab"":{""count"":4,""name"":""GitLab""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,A,1|hzz6qz:009cdsxt2a8y9028zyyxun662kkkh6,,,,,,,,,,,,,,Dashboarding 16 & OTel mapping,,,,Borg,,,,,,,,,,,,,2025-11-05 15:21:13.716,10107_*:*_1_*:*_109264005_*|*_3_*:*_1_*:*_1027241_*|*_10400_*:*_1_*:*_59709420_*|*_10401_*:*_1_*:*_0,,05/Nov/25 4:21 PM;5f0c19c95ee2c3002363e486;[Anton Ovechkin|https://gitlab.com/suse.anton.ovechkin] mentioned this issue in [a merge request|https://gitlab.com/stackvista/stackstate/-/merge_requests/9329] of [StackVista / stackstate|https://gitlab.com/stackvista/stackstate] on branch [STAC-23734-fix-dashboard-widget-name|https://gitlab.com/stackvista/stackstate/-/tree/STAC-23734-fix-dashboard-widget-name]:{quote}STAC-23734 Fix Dashboard widget's name and description editing{quote},,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,06/Nov/25 9:38 AM
[Dashboards] Big chart-set widgets break drawers,STAC-23717,48398,Bug,Closed,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,Done,Samuel Jones,712020:a950806e-86c0-42f7-b531-66e40f57b9ee,Anton Ovechkin,61d2f4ebce3652006aaa23ca,Anton Ovechkin,61d2f4ebce3652006aaa23ca,30/Oct/25 9:35 AM,04/Nov/25 4:23 PM,,04/Nov/25 4:23 PM,,,,0,,,"[https://suse.slack.com/archives/C07AEG6K353/p1761801363616919|https://suse.slack.com/archives/C07AEG6K353/p1761801363616919|smart-link] 

It seems like if a big chart set for gauge breaks the drawer operation normally. Try to create the following widget and click {{Edit}}



{code:yaml}plugin:
  kind: GaugeChart
  spec:
    thresholds:
      defaultColor: ""#33A02C""
      steps:
        - color: ""#E31A1C""
          value: 0.9
        - color: ""#FF7F00""
          value: 0.8
      mode: absolute
    max: 1
    format:
      unit: short
      decimalPlaces: 0
    calculation: last
  queries:
    - &a1
      query: sum by (cluster_name, namespace, pod_name)
        (kubernetes_state_container_cpu_limit{cluster_name=""demo-dev.preprod.stackstate.io""})
      alias: Limit - ${cluster_name} - ${namespace} - ${pod_name}
    - &a2
      query: sum by (cluster_name, namespace, pod_name)
        (kubernetes_state_container_cpu_requested{cluster_name=""demo-dev.preprod.stackstate.io"",
        namespace=""calico-system"", pod_name=""calico-node-t268w""})
      alias: Request - ${cluster_name} - ${namespace} - ${pod_name}
    - &a3
      query: sum by (cluster_name, namespace, pod_name)
        (container_cpu_usage{cluster_name=""demo-dev.preprod.stackstate.io"",
        namespace=""calico-system"", pod_name=""calico-node-t268w""}) / 1000000000
      alias: Current - ${cluster_name} - ${namespace} - ${pod_name}
links:
  - url: /#/components/urn:kubernetes:%2Fdemo-dev.preprod.stackstate.io%2Fpod%2F865157ae-81b3-4f3a-8f5e-7c5c9904442e
    name: calico-node-t268w (pod)
    targetBlank: false
queries:
  - kind: TimeSeriesQuery
    spec:
      plugin:
        kind: PrometheusTimeSeriesQuery
        spec: *a1
  - kind: TimeSeriesQuery
    spec:
      plugin:
        kind: PrometheusTimeSeriesQuery
        spec: *a2
  - kind: TimeSeriesQuery
    spec:
      plugin:
        kind: PrometheusTimeSeriesQuery
        spec: *a3
display:
  name: CPU Usage
  description: """"
{code}",,Anton Ovechkin,Release StackState,,61d2f4ebce3652006aaa23ca,5f0c19c95ee2c3002363e486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@768e3af7,"*Actual behavior*:


*Expected behavior*:


*Steps to reproduce*:


*Technical note*:

",,,"{repository={count=17, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":17,""lastUpdated"":""2025-11-04T13:41:50.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitLab"":{""count"":17,""name"":""GitLab""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,A,1|i02u1z:,,,,,,,,,,,,,,Dashboarding 15 & OTel mapping,Dashboarding 16 & OTel mapping,,,Borg,,,8.0,,,,,,,,,,2025-11-03 16:29:59.769,10107_*:*_1_*:*_96803292_*|*_3_*:*_1_*:*_347988518_*|*_10400_*:*_1_*:*_2788966_*|*_10401_*:*_1_*:*_0,,03/Nov/25 5:29 PM;5f0c19c95ee2c3002363e486;[Sam Jones|https://gitlab.com/sdjnes] mentioned this issue in [a merge request|https://gitlab.com/stackvista/stackstate/-/merge_requests/9324] of [StackVista / stackstate|https://gitlab.com/stackvista/stackstate] on branch [STAC-23717-fix-widget-render-performance|https://gitlab.com/stackvista/stackstate/-/tree/STAC-23717-fix-widget-render-performance]:{quote}Draft: STAC-23717 Fix gauge-widget render performance on large data sets{quote},,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,04/Nov/25 4:23 PM
